locality;property_type;property_subtype;price;sale_type;bedroom_count;bathroom_count;net_Habital_surface;kitchen;furnished;open_fire;terrace;terrace_surface;garden;garden_surface;land_surface;land_plot_surface;facade_count;pool;building_state
Kortenaken;HOUSE;CASTLE;3900000;FOR_SALE;9;9;1300;;;0;1;;;;250000;0;4;;AS_NEW
Grez-Doiceau;HOUSE;EXCEPTIONAL_PROPERTY;3900000;FOR_SALE;5;5;650;;;0;1;120;;;27000;0;4;1;TO_BE_DONE_UP
Knokke;HOUSE;HOUSE;3875000;FOR_SALE;5;4;;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;1084;0;4;0;AS_NEW
Uccle;HOUSE;HOUSE;3850000;FOR_SALE;6;4;500;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;2855;777;4;0;TO_BE_DONE_UP
Knokke-Heist;HOUSE;EXCEPTIONAL_PROPERTY;3850000;FOR_SALE;6;5;657;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;0;1;;;;11405;0;4;;AS_NEW
Antwerpen;APARTMENT;PENTHOUSE;3800000;FOR_SALE;5;3;437;;;1;1;62;;;;0;4;;AS_NEW
Antwerp;APARTMENT;LOFT;3795000;FOR_SALE;4;4;1120;;;0;1;85;;;;0;2;0;
Sint-Truiden;HOUSE;CASTLE;3752000;FOR_SALE;0;;;;0;0;;;;;115000;0;4;0;
Belsele;HOUSE;EXCEPTIONAL_PROPERTY;3750000;FOR_SALE;5;3;362;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;6585;6585;0;4;0;AS_NEW
Sint-Niklaas Belsele;HOUSE;HOUSE;3750000;FOR_SALE;5;2;362;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;6000;0;4;;AS_NEW
Leuven;HOUSE;HOUSE;3750000;FOR_SALE;16;;750;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;595;560;;0;
Leuven;HOUSE;OTHER_PROPERTY;3750000;FOR_SALE;0;5;750;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;0;1;;;;595;0;2;;JUST_RENOVATED
Leuven;HOUSE;APARTMENT_BLOCK;3750000;FOR_SALE;0;5;750;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;0;1;;;;595;0;2;;JUST_RENOVATED
Uccle;HOUSE;HOUSE;3700000;FOR_SALE;6;5;773;{'surface': 25, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;1;1;50;1;;3571;0;4;1;GOOD
Uccle;HOUSE;VILLA;3700000;FOR_SALE;6;6;800;{'surface': 24, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;150;1;2500;3571;0;4;1;GOOD
Dison;HOUSE;APARTMENT_BLOCK;3699000;FOR_SALE;94;35;3189;{'surface': 7, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;220;1;778;3699;1160;4;0;GOOD
Wetteren;HOUSE;APARTMENT_BLOCK;3699000;FOR_SALE;0;;;;;0;;;;;0;0;;0;
Uccle;HOUSE;HOUSE;3690000;FOR_SALE;5;3;360;;0;0;1;;1;720;915;0;3;0;GOOD
Kapellen;HOUSE;VILLA;3690000;FOR_SALE;3;4;980;;0;0;;;;;7245;0;4;;
Lasne;HOUSE;VILLA;3600000;FOR_SALE;3;2;430;;0;0;1;;;;4250;700;4;0;JUST_RENOVATED
Lasne;HOUSE;VILLA;3600000;FOR_SALE;3;3;1015;{'surface': 20, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;185;1;;4200;0;4;;
Lasne;HOUSE;EXCEPTIONAL_PROPERTY;3600000;FOR_SALE;3;3;430;{'surface': 30, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;4250;0;4;0;GOOD
Bruxelles;HOUSE;MIXED_USE_BUILDING;3600000;FOR_SALE;0;;;;;0;;;;;600;0;2;;
Bruxelles;APARTMENT;PENTHOUSE;3500000;FOR_SALE;3;3;540;{'surface': 30, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;36;;;;0;4;1;AS_NEW
Waterloo;HOUSE;VILLA;3500000;FOR_SALE;6;;1100;;;0;1;;;;5000;0;4;;AS_NEW
Auderghem;APARTMENT;GROUND_FLOOR;3500000;FOR_SALE;3;3;310;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;156;;;;310;4;;
Schilde;HOUSE;VILLA;3500000;FOR_SALE;5;3;1141;{'surface': 50, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;10000;10687;600;4;0;GOOD
Bruxelles;HOUSE;APARTMENT_BLOCK;3500000;FOR_SALE;16;12;1600;;0;0;1;100;1;1093;2290;1600;4;0;TO_RENOVATE
Ixelles;HOUSE;APARTMENT_BLOCK;3500000;FOR_SALE;16;12;1600;;0;0;1;100;1;1093;2290;0;4;0;TO_RENOVATE
Schaerbeek;HOUSE;MIXED_USE_BUILDING;3500000;FOR_SALE;20;;1868;;;0;;;;;593;0;3;;TO_RESTORE
Zeebrugge;HOUSE;VILLA;3495000;FOR_SALE;5;3;325;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;;420;0;4;0;AS_NEW
Brasschaat;HOUSE;VILLA;3495000;FOR_SALE;5;5;1250;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;1;1;;1;;6700;1250;;1;
Brasschaat;HOUSE;VILLA;3495000;FOR_SALE;5;5;1250;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;6690;0;4;1;AS_NEW
Uccle;HOUSE;VILLA;3450000;FOR_SALE;6;6;774;;;1;;;1;;1290;0;;0;AS_NEW
Uccle;HOUSE;EXCEPTIONAL_PROPERTY;3450000;FOR_SALE;5;3;600;{'surface': 20, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;200;;;0;208;3;0;GOOD
Uccle;APARTMENT;TRIPLEX;3450000;FOR_SALE;5;3;600;{'surface': 20, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;200;1;12;;208;3;0;GOOD
Schoten;HOUSE;VILLA;3450000;FOR_SALE;4;3;378;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;6336;6336;210;4;0;
Antwerp;HOUSE;MANSION;3400000;FOR_SALE;8;6;725;;0;0;1;;;;650;0;2;1;AS_NEW
Woluwe-Saint-Pierre;HOUSE;EXCEPTIONAL_PROPERTY;3380000;FOR_SALE;7;5;600;{'surface': 22, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;2;;;1390;600;4;1;AS_NEW
WOLUWE-SAINT-PIERRE;HOUSE;VILLA;3380000;FOR_SALE;7;4;600;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;80;;;1367;0;4;;AS_NEW
Ixelles;APARTMENT;APARTMENT;3370000;FOR_SALE;2;2;271;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;132;;;;0;;0;AS_NEW
Ixelles;APARTMENT;APARTMENT;3370000;FOR_SALE;3;1;271;;0;0;1;132;;;;403;;0;JUST_RENOVATED
Bruxelles;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Ixelles;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Ixelles;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
BRUXELLES;APARTMENT;APARTMENT;3324000;FOR_SALE;3;2;308;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;161;;;;0;3;;
Ixelles;APARTMENT;APARTMENT;3324000;FOR_SALE;3;2;308;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;161;;;;0;3;;
Ixelles;APARTMENT;APARTMENT;3324000;FOR_SALE;3;3;308;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;;0;;0;AS_NEW
Ixelles;APARTMENT;APARTMENT;3324000;FOR_SALE;3;;308;;0;0;1;161;;;;0;4;0;AS_NEW
Kortrijk;HOUSE;OTHER_PROPERTY;3300000;FOR_SALE;4;4;500;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;6703;0;4;;GOOD
Kortrijk;HOUSE;COUNTRY_COTTAGE;3300000;FOR_SALE;4;4;500;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;6703;0;4;;GOOD
SINT-DENIJS;HOUSE;OTHER_PROPERTY;3300000;FOR_SALE;4;4;500;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;6703;0;4;;GOOD
SINT-DENIJS;HOUSE;COUNTRY_COTTAGE;3300000;FOR_SALE;4;4;500;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;6703;0;4;;GOOD
Koekelare;HOUSE;HOUSE;3300000;FOR_SALE;3;2;;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;32500;0;4;0;GOOD
Antwerp;HOUSE;MIXED_USE_BUILDING;3300000;FOR_SALE;31;;;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;0;0;2;;JUST_RENOVATED
Ixelles;APARTMENT;APARTMENT;3297000;FOR_SALE;3;2;305;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;166;;;;0;2;0;AS_NEW
BRUXELLES;APARTMENT;APARTMENT;3297000;FOR_SALE;3;2;305;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;166;;;;0;3;;
Ixelles;APARTMENT;APARTMENT;3297000;FOR_SALE;3;2;305;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;166;;;;0;3;;
Bruxelles;APARTMENT;APARTMENT;3297000;FOR_SALE;3;;305;;0;0;1;166;;;;0;;0;
Ixelles;APARTMENT;APARTMENT;3297000;FOR_SALE;3;3;305;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;;0;;0;AS_NEW
Ixelles;APARTMENT;APARTMENT;3297000;FOR_SALE;3;1;305;;0;0;1;166;;;;471;;0;JUST_RENOVATED
Ixelles;APARTMENT;APARTMENT;3297000;FOR_SALE;3;;305;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;166;;;;0;4;0;AS_NEW
Uccle;APARTMENT;DUPLEX;3295000;FOR_SALE;5;5;480;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;;480;4;0;AS_NEW
Knokke-Heist Knokke;APARTMENT;APARTMENT;3250000;FOR_SALE;1;1;170;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;;0;2;;AS_NEW
Knokke;APARTMENT;APARTMENT;3250000;FOR_SALE;1;1;170;;;0;1;;;;;0;;0;AS_NEW
Rhode-Saint-Genèse;HOUSE;EXCEPTIONAL_PROPERTY;3250000;FOR_SALE;5;5;545;{'surface': 30, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;70;1;1800;2003;0;4;1;AS_NEW
Leuven;HOUSE;EXCEPTIONAL_PROPERTY;3250000;FOR_SALE;15;7;305;{'surface': 24, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;230;362;0;2;0;AS_NEW
Tubize;HOUSE;HOUSE;3229000;FOR_SALE;3;1;150;{'surface': 6, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;10;1;95;150;0;3;;GOOD
Ixelles;HOUSE;APARTMENT_BLOCK;3200000;FOR_SALE;1;;1350;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;;;;490;0;2;0;GOOD
Bruxelles;HOUSE;MIXED_USE_BUILDING;3200000;FOR_SALE;0;;1038;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;12;490;0;2;0;GOOD
Ixelles;HOUSE;MANSION;3200000;FOR_SALE;4;2;400;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;405;0;2;;AS_NEW
Lasne;HOUSE;VILLA;3200000;FOR_SALE;7;6;780;{'surface': 40, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;180;;;5300;1300;4;0;AS_NEW
Bruxelles;HOUSE;MIXED_USE_BUILDING;3200000;FOR_SALE;1;3;1425;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;54;1;100;500;1425;2;0;GOOD
Ixelles;HOUSE;MIXED_USE_BUILDING;3200000;FOR_SALE;1;3;1425;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;54;1;100;500;1425;2;0;GOOD
Bruxelles;HOUSE;APARTMENT_BLOCK;3200000;FOR_SALE;0;;1425;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;120;0;0;2;0;TO_BE_DONE_UP
Bornival;HOUSE;FARMHOUSE;3200000;FOR_SALE;8;5;750;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;44500;0;4;1;GOOD
Uccle;APARTMENT;APARTMENT;3200000;FOR_SALE;3;3;417;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;;0;4;;
Uccle;HOUSE;HOUSE;3200000;FOR_SALE;3;3;417;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;0;0;4;;
Waregem;HOUSE;VILLA;3200000;FOR_SALE;4;;750;;;0;1;;1;;38289;0;;1;
Wemmel;HOUSE;APARTMENT_BLOCK;3200000;FOR_SALE;0;;1342;;0;0;1;10;1;200;0;0;2;0;
Uccle;HOUSE;VILLA;3150000;FOR_SALE;4;4;400;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;100;;;1045;0;4;1;JUST_RENOVATED
Uccle;HOUSE;HOUSE;3150000;FOR_SALE;4;4;400;{'surface': None, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;100;1;900;1045;0;4;1;AS_NEW
Lier;HOUSE;VILLA;3150000;FOR_SALE;4;;800;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;6400;0;;1;AS_NEW
Uccle;HOUSE;VILLA;3150000;FOR_SALE;4;1;;;;1;1;;;;1100;0;4;;AS_NEW
Anderlecht;HOUSE;APARTMENT_BLOCK;3100000;FOR_SALE;0;2;5000;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;2665;0;2;0;GOOD
Oostende;HOUSE;APARTMENT_BLOCK;3100000;FOR_SALE;30;29;;;0;0;1;;;;694;0;2;;GOOD
Bruxelles;HOUSE;MIXED_USE_BUILDING;3100000;FOR_SALE;30;30;;{'surface': None, 'type': 'USA_SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;110;0;2;0;GOOD
Etterbeek;HOUSE;MIXED_USE_BUILDING;3100000;FOR_SALE;0;;;;;0;;;;;0;0;3;;
Ixelles;HOUSE;APARTMENT_BLOCK;3050000;FOR_SALE;12;6;600;{'surface': 8, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;37;1;180;280;280;2;0;JUST_RENOVATED
Kortrijk;APARTMENT;APARTMENT;3050000;FOR_SALE;2;;;;0;0;;;;;;0;2;;AS_NEW
Kortrijk;HOUSE;APARTMENT_BLOCK;3050000;FOR_SALE;10;5;411;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;1724;0;2;0;AS_NEW
Keerbergen;HOUSE;VILLA;3025000;FOR_SALE;14;5;1263;;;0;1;;1;;4256;0;4;1;AS_NEW
Damme;HOUSE;FARMHOUSE;3000000;FOR_SALE;5;1;;;0;0;;;1;;44289;0;;0;TO_RENOVATE
Tournai;HOUSE;HOUSE;3000000;FOR_SALE;26;;;;;0;;;;;15000;0;4;;
Waterloo;HOUSE;APARTMENT_BLOCK;3000000;FOR_SALE;1;;994;;0;0;;;;;3553;0;;0;
Keerbergen;HOUSE;HOUSE;3000000;FOR_SALE;6;4;847;{'surface': 58, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;100;;;12107;0;4;1;AS_NEW
Uccle;HOUSE;EXCEPTIONAL_PROPERTY;2999000;FOR_SALE;11;5;700;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;1;1;50;1;1200;1650;0;4;;GOOD
Knokke-Heist;HOUSE;VILLA;2995000;FOR_SALE;4;2;498;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;1440;1440;0;4;0;AS_NEW
Knokke-Heist;HOUSE;EXCEPTIONAL_PROPERTY;2995000;FOR_SALE;4;2;564;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;2947;0;4;;
Rhode-Saint-Genese;HOUSE;VILLA;2990000;FOR_SALE;6;4;430;;0;1;;;;;2728;500;4;1;AS_NEW
RHODE-SAINT-GENESE;HOUSE;HOUSE;2990000;FOR_SALE;6;5;550;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;2728;0;4;1;AS_NEW
WOLUWE-SAINT-PIERRE;HOUSE;VILLA;2985000;FOR_SALE;5;1;480;{'surface': 36, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;67;;;1270;0;4;;AS_NEW
Woluwe-Saint-Pierre;HOUSE;EXCEPTIONAL_PROPERTY;2985000;FOR_SALE;6;1;480;{'surface': 42, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;1270;562;4;0;AS_NEW
Antwerp;HOUSE;HOUSE;2980000;FOR_SALE;4;2;631;{'surface': 19, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;378;0;2;0;GOOD
